date,Prec [mm/day],T max [degC],T min [degC],rH mean [%], windspeed [m/s], sunshine [h/h]
2004-06-16, 0, 19.3, 10.8, 60, 4.34398, 0.301968
2004-06-17, 0, 24.2, 9.3, 70, 4.34398, 0.437355
2004-06-18, 0, 18.5, 12.5, 86, 2.36457, 0.0431049
2004-06-19, 0, 15.8, 7.6, 81, 2.36457, 0.233941
2004-06-20, 0, 18.8, 4.5, 75, 2.36457, 0.578613
2004-06-21, 0, 18.3, 9.4, 81, 2.36457, 0.437016
2004-06-22, 0, 18.6, 8.3, 91, 0.836, 0.0615546
2004-06-23, 0, 24.2, 12.2, 77, 4.34398, 0.227785
2004-06-24, 0, 19.2, 12.5, 56, 6.688, 0.301735
2004-06-25, 0, 17.6, 9.5, 68, 4.34398, 0.295677
2004-06-26, 0, 22.8, 6.7, 64, 0.836, 0.690214
2004-06-27, 0, 25.6, 13.9, 76, 2.36457, 0.314461
2004-06-28, 0, 22.5, 13.8, 59, 4.34398, 0.758883
2004-06-29, 0, 22.1, 10, 62, 2.36457, 0.660644
2004-06-30, 0, 25.8, 12.7, 61, 2.36457, 0.376937
2004-07-01, 0, 20.5, 12.4, 66, 2.36457, 0.160808
2004-07-02, 0, 19.3, 11.4, 80, 2.36457, 0.390043
2004-07-03, 0, 20.8, 11.7, 81, 4.34398, 0.272711
2004-07-04, 0, 20.6, 11, 77, 2.36457, 0.242009
2004-07-05, 0, 22.6, 12, 76, 2.36457, 0.428719
2004-07-06, 0, 23.2, 9.7, 65, 2.36457, 0.578633
2004-07-07, 0, 26.3, 11.4, 71, 2.36457, 0.473554
2004-07-08, 0, 22.6, 14.7, 90, 2.36457, 0.162257
2004-07-09, 0, 17.1, 12.3, 86, 4.34398, 0.0437563
2004-07-10, 0, 18.7, 10, 81, 2.36457, 0.313085
2004-07-11, 0, 18.3, 8.3, 79, 2.36457, 0.363838
2004-07-12, 0, 15.4, 11.6, 92, 4.34398, 0.00628499
2004-07-13, 0, 17, 11.6, 81, 2.36457, 0.0377847
2004-07-14, 0, 20.3, 10.6, 77, 2.36457, 0.201935
2004-07-15, 0, 21.1, 15.1, 95, 2.36457, 0.0126481
2004-07-16, 0, 26.8, 16.3, 77, 2.36457, 0.462683
2004-07-17, 0, 26.9, 13.5, 81, 2.36457, 0.628923
2004-07-18, 0, 28.5, 15.4, 87, 2.36457, 0.464858
2004-07-19, 0, 25.8, 16.3, 70, 2.36457, 0.631977
2004-07-20, 0, 23.4, 15.7, 87, 2.36457, 0.191994
2004-07-21, 0, 27.9, 15.2, 78, 2.36457, 0.423492
2004-07-22, 0, 29, 17.8, 75, 2.36457, 0.636945
2004-07-23, 0, 29.5, 16.6, 75, 2.36457, 0.567735
2004-07-24, 0, 26.1, 14.7, 66, 2.36457, 0.569342
2004-07-25, 0, 23.4, 12, 77, 2.36457, 0.376336
2004-07-26, 0, 20.3, 10.7, 94, 2.36457, 0.0846016
2004-07-27, 0, 21.8, 9.4, 77, 0.836, 0.502623
2004-07-28, 0, 24.4, 9, 68, 2.36457, 0.890504
2004-07-29, 0, 25.7, 11.5, 63, 2.36457, 0.952441
2004-07-30, 0, 29.1, 12.6, 60, 0.836, 0.942338
2004-07-31, 0, 29.9, 13.5, 65, 2.36457, 0.555364
2004-08-01, 0, 28, 15.7, 66, 2.36457, 0.689901
2004-08-02, 0, 28.3, 13.9, 61, 2.36457, 0.865321
2004-08-03, 0, 29.9, 13.8, 61, 2.36457, 0.861648
2004-08-04, 0, 31.2, 15.1, 61, 2.36457, 0.516134
2004-08-05, 0, 31, 17, 57, 2.36457, 0.827433
