date,Prec [mm/day],T max [degC],T min [degC],rH mean [%], windspeed [m/s], sunshine [h/h]
1981-02-06, 6.1, 5.5, 0.3, 90, 2.36457, 0
1981-02-07, 0, 9.4, 5.4, 87, 3.70896, 0
1981-02-08, 0, 8.9, 6.9, 76, 4.34398, 0
1981-02-09, 0.5, 8.5, 4.4, 81, 1.85302, 0.0319747
1981-02-10, 0, 6, 2, 74, 6.688, 0.307236
1981-02-11, 0, 2.7, -1.4, 83, 2.91607, 0.568656
1981-02-12, 0, 1, -4.8, 89, 0.836, 0.26168
1981-02-13, 0, -0.1, -7.9, 82, 1.23914, 0.728277
1981-02-14, 0, 1.4, -7.1, 81, 1.23914, 0.62046
1981-02-15, 0, 0.7, -7.2, 80, 0.836, 0.503639
1981-02-16, 0, 3.7, -7.5, 75, 1.85302, 0.561881
1981-02-17, 0, 2.2, -1.3, 79, 1.85302, 0.0304621
1981-02-18, 0, 1.6, -1.9, 78, 2.91607, 0.242217
1981-02-19, 1.9, -0.4, -2.4, 75, 2.36457, 0
1981-02-20, 0.6, -1.5, -4.8, 78, 0.836, 0
1981-02-21, 0, -2.2, -5.8, 81, 0.489613, 0.0693688
1981-02-22, 0, 0.8, -3.8, 75, 1.23914, 0.374293
1981-02-23, 0.9, 0.5, -6.5, 79, 1.85302, 0.283916
1981-02-24, 0.1, 1.6, -6.5, 80, 1.23914, 0
1981-02-25, 5.9, 1.7, -3.8, 83, 2.36457, 0
1981-02-26, 0, 5.4, -3.4, 72, 2.36457, 0.788361
1981-02-27, 0, 7.4, -5.6, 55, 2.91607, 0.802739
1981-02-28, 0, 4.5, -3.9, 55, 3.70896, 0.294474
1981-03-01, 2.9, 6.3, 0.3, 88, 1.23914, 0.0566542
1981-03-02, 0.1, 7, 0.6, 87, 2.36457, 0.103247
1981-03-03, 0, 6, 3.2, 89, 1.23914, 0
1981-03-04, 0, 3.6, 0, 71, 1.85302, 0.00927502
1981-03-05, 0, 3.4, -1.3, 75, 2.36457, 0.0461012
1981-03-06, 0, 5.5, -2.1, 84, 1.85302, 0
1981-03-07, 0, 11.8, 5.3, 80, 3.70896, 0.00911222
1981-03-08, 0, 12.2, 8.6, 86, 4.34398, 0
1981-03-09, 0, 14.3, 11.6, 81, 5.01161, 0.0810562
1981-03-10, 0, 13.4, 11.4, 90, 2.36457, 0
1981-03-11, 0, 17.5, 12.2, 72, 6.688, 0.240363
1981-03-12, 0, 14, 10.2, 66, 3.70896, 0.132767
1981-03-13, 0, 12.6, 8.1, 69, 4.34398, 0.492827
1981-03-14, 0, 8.2, 5.8, 73, 5.01161, 0
1981-03-15, 0, 10.1, 1.6, 79, 1.23914, 0.530742
1981-03-16, 0, 6.6, 1.2, 91, 1.85302, 0.060561
1981-03-17, 0, 4.3, 0.4, 90, 2.36457, 0
1981-03-18, 0, 5.2, -1.3, 72, 1.85302, 0.325084
1981-03-19, 0, 8.3, 1.8, 64, 4.34398, 0
1981-03-20, 0, 13.5, 4, 61, 1.85302, 0.702192
1981-03-21, 0, 17.4, 2.3, 60, 2.91607, 0.614189
1981-03-22, 0, 16.6, 8, 64, 6.688, 0.451842
1981-03-23, 2.5, 10.1, 3, 91, 1.85302, 0
1981-03-24, 0, 13.9, 9.3, 69, 5.01161, 0.0579373
1981-03-25, 1.3, 19.2, 10.5, 72, 3.70896, 0.34575
1981-03-26, 3.9, 17.1, 7.5, 81, 2.91607, 0.204701
1981-03-27, 1.4, 14.5, 3.9, 68, 1.85302, 0.659697
1981-03-28, 1.6, 17.4, 2.9, 60, 2.36457, 0.550886
1981-03-29, 0.1, 15.7, 6.6, 70, 1.23914, 0.193406
1981-03-30, 4.5, 17, 5.8, 76, 1.23914, 0.200411
1981-03-31, 12.1, 17.7, 10, 73, 1.85302, 0.00797472
1981-04-01, 6.5, 19.3, 10.2, 77, 1.23914, 0.18247
1981-04-02, 1.1, 17.6, 10.8, 80, 2.36457, 0.205211
1981-04-03, 3.4, 18.5, 8.6, 74, 1.85302, 0.306245
1981-04-04, 0.4, 12.4, 6.4, 71, 2.91607, 0.0390631
1981-04-05, 3.6, 8.9, 5, 77, 1.85302, 0.0466396
1981-04-06, 0, 13, 3.9, 73, 2.36457, 0.216563
1981-04-07, 0.2, 20.1, 3.4, 68, 2.36457, 0.623372
1981-04-08, 0.1, 17, 10.3, 90, 0.836, 0.15316
1981-04-09, 0.1, 18.4, 6.3, 64, 1.85302, 0.746805
1981-04-10, 2.9, 20.6, 4.6, 65, 1.23914, 0.834174
1981-04-11, 1.8, 22.3, 5, 55, 1.23914, 0.777319
1981-04-12, 0, 21.7, 12, 66, 0.836, 0.443127
1981-04-13, 0, 20.4, 9.6, 77, 1.85302, 0.590519
1981-04-14, 2.5, 20, 8.1, 41, 2.36457, 0.863001
1981-04-15, 0.3, 20.7, 4.5, 47, 0.836, 0.807129
1981-04-16, 0, 14.9, 5.6, 53, 3.70896, 0.869718
1981-04-17, 0, 8.2, 0.1, 58, 4.34398, 0.895061
1981-04-18, 0, 8.9, -1.3, 61, 2.91607, 0.890977
1981-04-19, 0, 7, 2, 84, 1.85302, 0.0799706
1981-04-20, 0, 10.2, 3.2, 63, 2.91607, 0.441485
1981-04-21, 0, 10.2, -1.2, 64, 5.01161, 0.698916
1981-04-22, 0, 8.5, 3.5, 66, 1.85302, 0.344333
1981-04-23, 0, 7, 1.1, 77, 1.23914, 0.228555
1981-04-24, 0, 10, -2.9, 55, 2.91607, 0.824937
1981-04-25, 0, 15.2, 2.4, 54, 1.85302, 0.43195
1981-04-26, 0, 20.5, 6, 63, 2.36457, 0.274997
1981-04-27, 0, 7, 4.4, 92, 1.23914, 0
1981-04-28, 0, 9.5, 1.3, 69, 4.34398, 0.461517
1981-04-29, 0.3, 8.7, 4.3, 89, 2.36457, 0
1981-04-30, 0, 11.3, 7.7, 89, 5.01161, 0
1981-05-01, 4.5, 10.8, 4, 75, 2.36457, 0.269421
1981-05-02, 0.5, 9.9, 0.1, 70, 2.91607, 0.633049
1981-05-03, 0, 9.7, 0.6, 60, 2.36457, 0.466083
1981-05-04, 46.3, 9.7, 3.5, 85, 2.91607, 0.129728
1981-05-05, 0, 9.5, 5.2, 75, 2.36457, 0.210859
1981-05-06, 0, 10.8, 0, 97, 0.836, 0
1981-05-07, 0, 19.3, 10.1, 71, 2.36457, 0.371332
1981-05-08, 0, 19.4, 8.8, 69, 0.836, 0.195082
1981-05-09, 0, 24.4, 8.4, 61, 1.23914, 0.837863
1981-05-10, 2, 26.4, 11, 53, 2.36457, 0.888349
1981-05-11, 5.3, 25.4, 12.1, 67, 2.91607, 0.632338
1981-05-12, 3.1, 22.2, 7.4, 75, 0.836, 0.457714
1981-05-13, 11.1, 21, 10.4, 77, 1.23914, 0.343791
1981-05-14, 0, 16, 11.6, 87, 2.36457, 0
1981-05-15, 26, 17.8, 11.3, 81, 0.836, 0.17078
1981-05-16, 0.6, 22.2, 7.8, 75, 1.85302, 0.517269
1981-05-17, 0, 16.8, 9.4, 73, 1.23914, 0.483032
1981-05-18, 14.6, 19.9, 6, 60, 1.23914, 0.806956
1981-05-19, 4.5, 24.5, 7.4, 62, 1.23914, 0.577472
1981-05-20, 30, 27.2, 9.8, 57, 1.23914, 0.653439
1981-05-21, 0, 27, 14.1, 60, 1.85302, 0.516115
1981-05-22, 4.6, 20.6, 14.3, 70, 2.91607, 0.205878
1981-05-23, 4.8, 18.9, 7.5, 66, 1.23914, 0.506899
1981-05-24, 0, 16.8, 11.7, 70, 2.36457, 0.531177
1981-05-25, 10.4, 14.5, 8.8, 76, 1.85302, 0.0319176
1981-05-26, 8.4, 15.7, 9.8, 73, 1.23914, 0.0700461
1981-05-27, 16.7, 13.5, 10.3, 89, 2.36457, 0
1981-05-28, 26.6, 15.6, 7, 78, 1.85302, 0.304226
1981-05-29, 25.9, 17.6, 11.2, 88, 1.23914, 0.0252958
1981-05-30, 0, 21.7, 12.9, 75, 0.836, 0.265037
1981-05-31, 8.5, 26.7, 12.3, 66, 1.23914, 0.7242
1981-06-01, 0, 26.9, 14.8, 73, 0.836, 0.653632
1981-06-02, 0, 29.2, 15, 71, 0.836, 0.733942
1981-06-03, 3.5, 23.9, 14.7, 89, 3.70896, 0
1981-06-04, 0.8, 16.1, 11.6, 91, 1.23914, 0
1981-06-05, 8.9, 20, 9.4, 68, 1.85302, 0.41188
1981-06-06, 0, 21.9, 14.3, 81, 1.23914, 0.112157
1981-06-07, 0, 23, 12.1, 70, 1.23914, 0.715509
1981-06-08, 0, 24.3, 15, 71, 2.91607, 0.422503
1981-06-09, 0, 22.4, 16.6, 73, 3.70896, 0.099285
1981-06-10, 0, 19.7, 13, 63, 3.70896, 0.588803
1981-06-11, 0, 23.6, 7.9, 63, 2.36457, 0.718171
1981-06-12, 0, 21.3, 13.6, 68, 2.91607, 0.272136
1981-06-13, 3, 20.2, 6.5, 55, 0.836, 0.809484
1981-06-14, 0, 24.7, 10.1, 66, 2.91607, 0.500112
1981-06-15, 0, 28.6, 16.3, 60, 2.91607, 0.555278
1981-06-16, 0, 22.2, 11.9, 62, 4.34398, 0.487105
1981-06-17, 0, 15, 9, 76, 5.01161, 0.301968
1981-06-18, 0, 11.9, 8.5, 80, 3.70896, 0
1981-06-19, 3, 12.6, 7.9, 67, 1.23914, 0.0307892
1981-06-20, 8.2, 14.2, 7.8, 88, 0.836, 0
1981-06-21, 1.2, 15.6, 8.9, 71, 2.91607, 0.246218
1981-06-22, 0, 17.7, 9.7, 70, 2.91607, 0.270827
1981-06-23, 0, 21.2, 9.8, 68, 1.85302, 0.720189
1981-06-24, 0.5, 21.7, 11.6, 67, 1.85302, 0.480196
1981-06-25, 0, 22.8, 9.4, 63, 1.85302, 0.775889
1981-06-26, 0, 18.4, 12.4, 88, 1.23914, 0.117039
1981-06-27, 1.2, 22.8, 11.9, 78, 0.836, 0.314294
1981-06-28, 0.1, 23.6, 14.8, 73, 1.85302, 0.0924886
1981-06-29, 1.4, 20, 9.8, 85, 5.01161, 0
1981-06-30, 0.3, 15.4, 9.4, 66, 4.34398, 0.104962
1981-07-01, 5.3, 20, 13, 63, 2.91607, 0.500523
1981-07-02, 0.3, 22.4, 13.6, 68, 1.85302, 0.241212
1981-07-03, 0, 18.9, 13, 83, 3.70896, 0.0619116
1981-07-04, 0, 20, 9.4, 67, 2.36457, 0.353284
1981-07-05, 0, 22.5, 13.6, 72, 0.836, 0.111696
1981-07-06, 0, 24.4, 14.4, 66, 1.23914, 0.590266
1981-07-07, 0, 25.6, 14.3, 68, 0.489613, 0.727958
1981-07-08, 0, 28.4, 14.4, 63, 1.23914, 0.803796
1981-07-09, 0, 29.4, 16.6, 63, 1.23914, 0.630306
1981-07-10, 12.9, 30.5, 16.3, 60, 1.23914, 0.737606
1981-07-11, 1.3, 24.3, 19, 75, 1.85302, 0.00626171
1981-07-12, 0, 22.8, 17.2, 66, 2.36457, 0.269742
1981-07-13, 8.8, 22.2, 15.3, 77, 1.85302, 0.232545
1981-07-14, 2.7, 21.6, 13.2, 67, 1.85302, 0.258196
1981-07-15, 2.7, 20, 12.8, 67, 1.85302, 0.151451
1981-07-16, 0, 22, 14.2, 69, 2.36457, 0.240313
1981-07-17, 4.9, 21, 14.5, 67, 2.36457, 0.380288
1981-07-18, 0, 16.4, 11.2, 82, 1.85302, 0.0952913
1981-07-19, 0, 16.1, 9.1, 73, 3.70896, 0.248349
1981-07-20, 0, 17.5, 9, 86, 0.836, 0.063836
1981-07-21, 0, 18.1, 13.6, 86, 2.91607, 0.00639981
1981-07-22, 0, 21.4, 14.6, 78, 1.85302, 0.378576
1981-07-23, 0, 18.8, 14.8, 80, 2.36457, 0.102941
1981-07-24, 0, 19.5, 10.3, 69, 2.91607, 0.548381
1981-07-25, 0, 14.4, 11.6, 82, 2.91607, 0.0129396
1981-07-26, 0.2, 16.4, 10.8, 75, 2.91607, 0.188168
1981-07-27, 0.1, 20.6, 13.3, 67, 5.01161, 0.663798
1981-07-28, 0, 20.9, 11.9, 74, 2.91607, 0.124024
1981-07-29, 0, 25, 14, 71, 1.23914, 0.314296
1981-07-30, 11.7, 23.3, 16.2, 67, 1.85302, 0.722542
1981-07-31, 4, 22.9, 8.7, 72, 0.836, 0.487644
1981-08-01, 2.2, 24.8, 15, 78, 0.836, 0.105784
1981-08-02, 9.6, 25.9, 16.3, 80, 1.85302, 0.185742
1981-08-03, 1.3, 26, 15.8, 75, 0.836, 0.259596
1981-08-04, 1.4, 29.3, 16.1, 69, 0.836, 0.768136
1981-08-05, 0, 30.5, 17.1, 65, 1.23914, 0.710522
1981-08-06, 0, 30.6, 17, 62, 0.836, 0.780343
1981-08-07, 0, 29.3, 17.2, 69, 0.836, 0.587391
1981-08-08, 0, 24.4, 18.1, 74, 1.23914, 0.149085
1981-08-09, 6.7, 21.6, 15.9, 83, 1.23914, 0
1981-08-10, 6.2, 17.6, 15.2, 95, 2.36457, 0
1981-08-11, 0.1, 17.5, 14.2, 87, 1.85302, 0
1981-08-12, 0, 24, 15, 67, 2.91607, 0.6193
1981-08-13, 0, 25.2, 13.1, 71, 0.489613, 0.63557
1981-08-14, 0, 27.2, 13.6, 69, 0.836, 0.561823
1981-08-15, 0, 27.7, 14.1, 71, 0.489613, 0.689459
1981-08-16, 0, 26.1, 14.3, 67, 1.23914, 0.489499
1981-08-17, 0, 18, 9.4, 69, 2.36457, 0.365138
1981-08-18, 0, 21.3, 7.2, 55, 1.85302, 0.634624
1981-08-19, 0, 17.7, 8.3, 83, 1.23914, 0.127464
1981-08-20, 0, 17.4, 12.5, 84, 4.34398, 0.0426702
1981-08-21, 0, 17.6, 10.1, 76, 2.36457, 0.285701
1981-08-22, 0, 16.4, 9.4, 76, 2.36457, 0
1981-08-23, 10.6, 17.3, 9.9, 74, 2.91607, 0.237781
1981-08-24, 1, 19.9, 10.2, 67, 2.36457, 0.484922
1981-08-25, 13.5, 20.3, 8.1, 74, 1.85302, 0.6107
1981-08-26, 0, 19.4, 11.4, 82, 0.836, 0.0511229
1981-08-27, 0, 19.5, 11.6, 72, 5.01161, 0.418195
1981-08-28, 0, 16.7, 13.6, 82, 0.836, 0
1981-08-29, 0, 19.2, 13.2, 76, 1.23914, 0.155506
1981-08-30, 0, 19.7, 9.9, 71, 0.836, 0.803505
1981-08-31, 0, 21.1, 7, 71, 1.85302, 0.747512
1981-09-01, 0, 21, 10.1, 70, 0.836, 0.653442
1981-09-02, 0, 20.6, 10.4, 71, 0.836, 0.339615
1981-09-03, 7.2, 19.7, 8.8, 66, 1.85302, 0.803862
1981-09-04, 0, 21.2, 8.5, 66, 1.85302, 0.838273
1981-09-05, 28.4, 21.8, 8.2, 66, 0.836, 0.873033
1981-09-06, 9.9, 23.6, 6.5, 71, 1.23914, 0.854274
1981-09-07, 8.5, 23.7, 7.1, 67, 1.23914, 0.65744
1981-09-08, 20.9, 21.6, 12.6, 83, 0.489613, 0.108829
1981-09-09, 4.8, 23.8, 14.4, 74, 0.836, 0.484396
1981-09-10, 5.7, 22.9, 11.3, 77, 0.836, 0.596803
1981-09-11, 1.1, 23, 11, 80, 2.36457, 0.394648
1981-09-12, 0, 18, 14.2, 92, 0.489613, 0.0872708
1981-09-13, 8.8, 18.5, 10.2, 73, 2.91607, 0.797494
1981-09-14, 1.3, 16.9, 7.5, 84, 1.23914, 0.424882
1981-09-15, 0.2, 17.1, 7.2, 87, 1.85302, 0.177294
1981-09-16, 0.4, 17.1, 13.1, 92, 1.85302, 0
1981-09-17, 0, 19.9, 13.1, 79, 0.489613, 0.187327
1981-09-18, 2.7, 22.1, 8.6, 83, 1.85302, 0.556803
1981-09-19, 0, 18.6, 12.3, 80, 1.85302, 0.37869
1981-09-20, 0, 22.6, 13.3, 76, 5.01161, 0.024831
1981-09-21, 3, 22.2, 16.7, 81, 2.36457, 0.183086
1981-09-22, 3.4, 22.9, 15.2, 87, 1.85302, 0.451856
1981-09-23, 0.2, 16.6, 11.4, 84, 1.85302, 0.59738
1981-09-24, 3.4, 18.3, 7.6, 81, 0.489613, 0.566847
1981-09-25, 0, 15.6, 7.1, 89, 1.85302, 0.178657
1981-09-26, 0, 17.9, 7.8, 87, 1.23914, 0.205322
1981-09-27, 0, 15.1, 10.2, 84, 2.36457, 0.0860321
1981-09-28, 4, 12.7, 7.3, 96, 1.23914, 0
1981-09-29, 0.3, 16.9, 9.6, 78, 2.36457, 0.696077
1981-09-30, 6.8, 16.9, 5.7, 81, 1.23914, 0.481283
1981-10-01, 0.4, 17.2, 5.6, 84, 1.23914, 0.413636
1981-10-02, 1, 14, 6.4, 94, 1.85302, 0.0177029
1981-10-03, 5.2, 12.2, 8.4, 85, 3.70896, 0.231468
1981-10-04, 2.3, 14, 6.6, 68, 4.34398, 0.411899
1981-10-05, 0.8, 14.1, 9.8, 89, 4.34398, 0
1981-10-06, 0.3, 19.5, 11.3, 81, 2.36457, 0.163067
1981-10-07, 0.6, 16.6, 10.9, 67, 5.01161, 0.756339
1981-10-08, 0.8, 16.5, 8, 80, 1.85302, 0.366651
1981-10-09, 0.3, 16.6, 7.5, 79, 3.70896, 0.350381
1981-10-10, 0, 13.3, 5.8, 76, 6.688, 0.176231
1981-10-11, 0, 10.4, 4.4, 82, 3.70896, 0.186612
1981-10-12, 0, 7, 4.4, 90, 2.36457, 0
1981-10-13, 0, 7.1, 4.7, 86, 3.70896, 0
1981-10-14, 0, 9.5, 1.7, 83, 1.85302, 0.370479
1981-10-15, 0, 7.2, 5, 93, 2.36457, 0
1981-10-16, 0, 8.9, 2.2, 84, 0.836, 0.45188
1981-10-17, 3.1, 6.8, 1.5, 96, 1.23914, 0
1981-10-18, 1.9, 13.4, 5.9, 97, 1.85302, 0
1981-10-19, 0.7, 11.7, 7.9, 76, 1.85302, 0.0587432
1981-10-20, 0, 12, 8.2, 86, 3.70896, 0
1981-10-21, 2.7, 9.7, 3.7, 84, 1.23914, 0.317125
1981-10-22, 3.1, 6.9, 1.4, 86, 1.85302, 0.15953
1981-10-23, 0.9, 7, 3.4, 84, 0.836, 0
1981-10-24, 10.9, 5.6, 1.6, 89, 1.85302, 0
1981-10-25, 5.4, 5.4, 2.7, 90, 3.70896, 0
1981-10-26, 0, 8, 4.2, 87, 1.85302, 0
1981-10-27, 0, 6.4, 1.8, 90, 2.36457, 0.226131
1981-10-28, 0.1, 9.6, 3.5, 78, 1.85302, 0.548092
1981-10-29, 0, 11, 6.4, 85, 1.85302, 0
1981-10-30, 0, 9.9, 6.4, 88, 2.36457, 0.0418701
1981-10-31, 0, 15, 7.9, 76, 4.34398, 0.0631861
1981-11-01, 0, 13.4, 5.1, 91, 1.85302, 0
1981-11-02, 0, 13.4, 12.2, 86, 5.01161, 0
1981-11-03, 0, 14, 9.2, 82, 1.23914, 0
1981-11-04, 0, 14.7, 5.6, 82, 1.23914, 0.377539
1981-11-05, 0, 11.6, 5, 75, 5.01161, 0.575107
1981-11-06, 0, 9.5, 4.6, 69, 3.70896, 0.644008
1981-11-07, 0, 6.4, -0.6, 69, 0.836, 0.82348
1981-11-08, 0, 4.6, -3.3, 87, 1.23914, 0.353409
1981-11-09, 0, 3.9, -2.4, 78, 1.23914, 0.588738
1981-11-10, 0, 4.7, -4.4, 83, 1.23914, 0.726204
1981-11-11, 0, 1.1, -2.4, 92, 2.91607, 0
1981-11-12, 0, 3.3, -0.1, 98, 0.489613, 0
1981-11-13, 0, 7.8, 3.3, 84, 3.70896, 0.124999
1981-11-14, 0, 6.5, 3.2, 79, 3.70896, 0.194253
1981-11-15, 0.5, 4.1, -2, 81, 0.836, 0.0114894
1981-11-16, 2.2, 3, -5.2, 82, 1.23914, 0.589135
1981-11-17, 0, 2.3, -4.4, 80, 2.91607, 0.162588
1981-11-18, 0, 9.8, 1.8, 90, 5.01161, 0
1981-11-19, 0.6, 12.1, 6.4, 89, 1.85302, 0.0586763
1981-11-20, 6.3, 14.4, 6.5, 78, 4.34398, 0
1981-11-21, 50.6, 14.2, 10.8, 82, 5.01161, 0
1981-11-22, 11.8, 13.4, 11.6, 80, 2.36457, 0
1981-11-23, 8.9, 11.6, 9.7, 77, 3.70896, 0.275306
1981-11-24, 2.1, 10.7, 2.5, 74, 5.01161, 0.517124
1981-11-25, 0, 3.5, 0.4, 83, 5.94989, 0.0845698
1981-11-26, 0, 4.5, 0.7, 89, 5.01161, 0
1981-11-27, 0, 6.4, 4.4, 87, 3.70896, 0
1981-11-28, 0, 5.2, 0.9, 87, 2.36457, 0.318238
1981-11-29, 0, 4.8, 1.1, 89, 3.70896, 0
1981-11-30, 0, 4.4, 0.4, 93, 2.36457, 0
1981-12-01, 0, 2.6, 0.8, 82, 2.91607, 0.086702
1981-12-02, 0, 3.9, -0.1, 85, 0.836, 0.0870208
1981-12-03, 0, 1.4, -4.1, 91, 1.23914, 0.32436
1981-12-04, 0, 5.6, -0.1, 89, 4.34398, 0
1981-12-05, 0, 2.8, 0.8, 91, 5.01161, 0.0627881
1981-12-06, 0, 2.4, 0.8, 89, 2.36457, 0
1981-12-07, 0, 3.2, 1.6, 89, 4.34398, 0.17685
1981-12-08, 0.2, 5.4, 2.3, 90, 4.34398, 0
1981-12-09, 0, 2.7, -0.1, 73, 3.70896, 0.444444
1981-12-10, 0, 1, -3.4, 91, 1.23914, 0.114554
1981-12-11, 0, 0.8, -4.7, 97, 1.23914, 0
1981-12-12, 0.6, 0.4, -6.2, 85, 2.36457, 0.0127811
1981-12-13, 7.8, -5.7, -13.5, 90, 1.85302, 0
1981-12-14, 0, 3.7, -6.2, 84, 5.94989, 0
1981-12-15, 1.9, 2.7, -4.9, 89, 1.85302, 0
1981-12-16, 8.4, -4.9, -8.8, 81, 1.85302, 0.655761
1981-12-17, 7.8, -8.8, -12.4, 86, 1.23914, 0.399002
1981-12-18, 1, -4.1, -8.8, 89, 3.70896, 0
1981-12-19, 10.4, -5.7, -12.9, 79, 0.836, 0.708911
1981-12-20, 0.3, -4.6, -11.7, 91, 0.836, 0
1981-12-21, 0, -4.3, -7.3, 86, 1.23914, 0
1981-12-22, 0, 0.5, -4.3, 84, 1.85302, 0
1981-12-23, 0, -0.4, -2, 91, 0.836, 0
1981-12-24, 0.8, -0.3, -1.5, 88, 0.836, 0
1981-12-25, 0, 1.5, -0.9, 87, 2.36457, 0
1981-12-26, 0, 1.4, -2.4, 86, 0.836, 0.180194
1981-12-27, 0, -2.1, -5.7, 88, 1.23914, 0
1981-12-28, 0.1, -1.7, -5.6, 92, 0.836, 0
1981-12-29, 0, 3, -2.6, 88, 2.36457, 0.11542
1981-12-30, 1.4, 5.6, 1.1, 83, 1.85302, 0.345706
1981-12-31, 4.9, 7.8, 2.1, 86, 3.70896, 0
1982-01-01, 0.5, 6.8, 2.7, 90, 0.836, 0.0637786
1982-01-02, 2, 6.1, 3, 86, 2.36457, 0.0127281
1982-01-03, 0.2, 10.1, 4.4, 87, 2.36457, 0.0888877
1982-01-04, 0, 10.8, 4.5, 80, 5.01161, 0
1982-01-05, 0.3, 10.7, 7.6, 81, 2.91607, 0.176848
1982-01-06, 1.3, 9.2, -6.2, 72, 7.45434, 0.428254
1982-01-07, 1.5, -3.8, -8.1, 71, 1.23914, 0.891576
1982-01-08, 0.9, -6, -8.9, 59, 3.70896, 0.337964
1982-01-09, 0.4, -5.6, -8.9, 80, 2.91607, 0
1982-01-10, 0.1, -8.9, -14.8, 81, 1.85302, 0.758309
1982-01-11, 1.2, -4.6, -15.3, 81, 1.23914, 0
1982-01-12, 0, -4.3, -10.6, 85, 1.23914, 0.209756
1982-01-13, 0.4, -6.8, -16.3, 87, 1.85302, 0.78655
1982-01-14, 0, -7.2, -19.3, 83, 1.23914, 0.795578
1982-01-15, 0, -5.3, -16.5, 79, 0.836, 0.560652
1982-01-16, 0, -2.4, -12.3, 83, 0.489613, 0.327651
1982-01-17, 0, -1.4, -11.6, 81, 0.137369, 0.531568
1982-01-18, 1.4, -3.2, -12.3, 96, 0.836, 0
1982-01-19, 1.1, -3.2, -4.1, 97, 0.836, 0
1982-01-20, 2, -2.3, -3.8, 99, 1.23914, 0
1982-01-21, 1.8, -2.1, -4.6, 98, 1.23914, 0
1982-01-22, 0, -0.7, -3.8, 99, 0.836, 0
1982-01-23, 4.2, 1.2, -0.7, 98, 0.836, 0
1982-01-24, 7, 0.6, -1, 98, 0.836, 0
1982-01-25, 1.6, -0.6, -2.4, 94, 2.36457, 0
1982-01-26, 0, 3.2, -1.4, 91, 3.70896, 0
1982-01-27, 0, 3.2, 0.8, 89, 1.23914, 0
1982-01-28, 3.3, 1.9, -3.1, 83, 2.36457, 0
1982-01-29, 0.4, 4.2, 0.4, 93, 2.91607, 0
1982-01-30, 3.2, 8.4, 2.9, 85, 5.94989, 0
1982-01-31, 1.8, 7.3, -0.6, 75, 2.91607, 0.64045
1982-02-01, 0, 3.6, -4.4, 87, 0.836, 0.737354
1982-02-02, 0, 2.8, -4.6, 78, 1.23914, 0.833093
1982-02-03, 0, 2.2, -4.4, 65, 2.36457, 0.872451
1982-02-04, 0, 2.7, -5, 72, 1.23914, 0.790515
1982-02-05, 0, 2.2, -5.4, 79, 1.23914, 0.567582
1982-02-06, 0, 1.7, -1.7, 94, 1.85302, 0
1982-02-07, 10.9, 7.4, 1.5, 94, 0.836, 0.194156
1982-02-08, 4.3, 6.6, 1.1, 86, 2.36457, 0.0107223
1982-02-09, 0, 5.1, -0.6, 88, 1.23914, 0
1982-02-10, 0, 8.5, -2.2, 89, 0.489613, 0.349614
1982-02-11, 0, 8.7, -1.7, 85, 0.836, 0.431757
1982-02-12, 0, 7.2, -1.8, 89, 0.836, 0.0314016
1982-02-13, 0, 9, -2.8, 83, 0.836, 0.645046
1982-02-14, 0, 3, -0.6, 93, 0.489613, 0
1982-02-15, 0, 4.9, 0.7, 93, 1.85302, 0
1982-02-16, 0, 2, 0.4, 94, 1.23914, 0
1982-02-17, 0, 3.9, -0.2, 82, 2.36457, 0.0304621
1982-02-18, 0, 3.3, -0.6, 82, 1.85302, 0
1982-02-19, 0, -0.6, -3.4, 75, 3.70896, 0
1982-02-20, 0, 5, -5.2, 62, 3.70896, 0.867415
1982-02-21, 0, 5.3, -4.4, 67, 2.36457, 0.911705
1982-02-22, 0, 6, -5.4, 68, 1.23914, 0.837233
1982-02-23, 0, 0.6, -3.2, 80, 1.23914, 0.137063
1982-02-24, 0, 1.4, -7.7, 78, 0.836, 0.515747
1982-02-25, 0, 0, -6.7, 76, 1.23914, 0
1982-02-26, 0, 3.4, -5.4, 77, 0.489613, 0.557621
1982-02-27, 0, 3.6, -4.8, 78, 2.91607, 0.391813
1982-02-28, 3.8, 4.6, -2.4, 92, 1.85302, 0
1982-03-01, 0, 11.8, 3.2, 86, 6.688, 0.19829
1982-03-02, 0, 8.4, 2.4, 82, 3.70896, 0.337899
1982-03-03, 0.1, 11.1, 2.9, 84, 8.5183, 0
1982-03-04, 2.1, 9.6, 4.2, 75, 5.94989, 0.519401
1982-03-05, 0, 7.1, 0.1, 84, 2.91607, 0.543994
1982-03-06, 0, 6.9, -2, 67, 2.36457, 0.79744
1982-03-07, 0, 7, -2.5, 69, 2.36457, 0.829212
1982-03-08, 0, 8.6, -1.7, 80, 0.836, 0.634128
1982-03-09, 3.7, 7.4, -2.3, 75, 2.36457, 0.387269
1982-03-10, 2.7, 7.2, 3.8, 84, 5.94989, 0.0268621
1982-03-11, 0, 6.8, 1.2, 86, 5.94989, 0.498531
1982-03-12, 0, 6.3, -0.1, 86, 5.01161, 0
1982-03-13, 1.1, 4.8, 0.3, 89, 5.01161, 0.308017
1982-03-14, 1.4, 8.5, 0.4, 73, 2.36457, 0.393765
1982-03-15, 3.6, 11.5, 1, 61, 4.34398, 0.913573
